dataset	model_name	runs_dir	model_params	pairwise_xai	epoch	precision	recall	f1	auroc	auprc	train_loss	val_loss	a1	a10	n	d	L	dm	ly	bs	ep	taumax	h	nperm	noise	gamma	w	rho
var_local_a10.4_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.4_n400_d3_L50_split_ratio0.8/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8919	0.8462	0.8684	0.8931	0.8928	0.469	0.4613	0.4	.4	400	3	50		2	32	100	25	16					
lorenz_long	transformer	../runs/lorenz_long/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_noise0.0	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.76	0.7452	0.7525	0.95	0.8218	0.1499	0.1499								32	100				0.0			
var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8	transformer	../runs/var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8/transformer_dm128_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 128, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	0.7885	0.8817	0.9911	0.9954	0.1092	0.5305	0.8	.8	400	3	50	128	2	32	100	25	0					
var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8	transformer	../runs/var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8/transformer_dm64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9459	0.9459	0.9459	0.9912	0.9902	0.0095	0.2195	0.8	.8	400	3	50	64	2	32	100	25	0					
var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8	transformer	../runs/var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9756	0.9756	0.9756	0.995	0.9954	0.0145	0.1057	0.8	.8	400	3	50	16	2	32	100	25	0					
var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8	transformer	../runs/var_nonlocal_a10.8_a100.75_a90.5_edge10[1,2]_edge9[0,1]_n400_d3_L50_split_epoch0.8/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	0.95	0.9744	1.0	1.0	0.0168	0.0697	0.8	.8	400	3	50	32	2	32	100	25	0					
cltts_gamma0.5_cross_coeff0.8_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0.8_n400_L50_w5/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	1.0	1.0			0.0012	0.0011			400		50	8	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0.8_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0.8_n400_L50_w5/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	1.0	1.0			0.0002	0.0002			400		50		2	32	100	25	32			0.5	5	
cltts_gamma0.5_cross_coeff0.8_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0.8_n400_L50_w5/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	1.0	1.0			0.0003	0.0003			400		50	16	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0.8_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0.8_n400_L50_w5/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	1.0	1.0			0.0031	0.0031			400		50		2	32	100	25	8			0.5	5	
cltts_gamma0.5_cross_coeff0.8_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0.8_n400_L50_w5/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	1.0	1.0			0.0001	0.0001			400		50	32	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0.8_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0.8_n400_L50_w5/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	1.0	1.0			0.0005	0.0005			400		50		2	32	100	25	16			0.5	5	
cltts_gamma0.5_cross_coeff0.2_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0.2_n400_L50_w5/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8	1.0	0.8889	0.5488	0.7883	0.5631	0.5292			400		50	8	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0.2_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0.2_n400_L50_w5/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8125	1.0	0.8966	0.6841	0.8707	0.556	0.4791			400		50		2	32	100	25	32			0.5	5	
cltts_gamma0.5_cross_coeff0.2_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0.2_n400_L50_w5/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9275	1.0	0.9624	0.9492	0.986	0.2374	0.2413			400		50	16	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0.2_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0.2_n400_L50_w5/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.775	1.0	0.8732	0.7204	0.9012	0.5826	0.5509			400		50		2	32	100	25	8			0.5	5	
cltts_gamma0.5_cross_coeff0.2_n400_L50_w5	transformer	../runs/cltts_gamma0.5_cross_coeff0.2_n400_L50_w5/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9355	0.9062	0.9206	0.9336	0.9828	0.2332	0.2652			400		50	32	2	32	100	25				0.5	5	
cltts_gamma0.5_cross_coeff0.2_n400_L50_w5	lstm	../runs/cltts_gamma0.5_cross_coeff0.2_n400_L50_w5/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.75	1.0	0.8571	0.9175	0.9731	0.5794	0.5543			400		50		2	32	100	25	16			0.5	5	
var_local_a10.8_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9487	0.9737	0.961	0.995	0.9949	0.112	0.1318	0.8	.8	400	3	50	8	2	32	100	25						
var_local_a10.8_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/lstm_h64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 64, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8636	0.8837	0.8736	0.9491	0.9589	0.1904	0.2758	0.8	.8	400	3	50		2	32	100	25	64					
var_local_a10.8_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.8	0.7805	0.7901	0.8743	0.8612	0.2348	0.4333	0.8	.8	400	3	50		2	32	100	25	32					
var_local_a10.8_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/transformer_dm64_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9111	1.0	0.9535	0.9975	0.9978	0.0337	0.1039	0.8	.8	400	3	50	64	2	32	100	25						
var_local_a10.8_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.88	1.0	0.9362	1.0	1.0	0.0688	0.1811	0.8	.8	400	3	50	16	2	32	100	25						
var_local_a10.8_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.6757	0.6579	0.6667	0.7569	0.7463	0.5313	0.6205	0.8	.8	400	3	50		2	32	100	25	8					
var_local_a10.8_n400_d3_L50_split_ratio0.8	transformer	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	1.0	1.0	1.0	1.0	1.0	0.0128	0.0051	0.8	.8	400	3	50	32	2	32	100	25						
var_local_a10.8_n400_d3_L50_split_ratio0.8	lstm	../runs/var_local_a10.8_n400_d3_L50_split_ratio0.8/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_params.num_permutations20_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.875	0.7179	0.7887	0.9275	0.9114	0.3217	0.3938	0.8	.8	400	3	50		2	32	100	25	16					
var_local_a10.4_n400_d3_L50	transformer	../runs/var_local_a10.4_n400_d3_L50/transformer_dm128_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 128, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.875	0.8974	0.8861	0.9644	0.9576	0.003	0.5295	0.4	.4	400	3	50	128	2	32	100	25		20				
var_local_a10.4_n400_d3_L50	transformer	../runs/var_local_a10.4_n400_d3_L50/transformer_dm64_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.8	0.9697	0.8767	0.9742	0.9665	0.0541	0.4406	0.4	.4	400	3	50	64	2	32	100	25		20				
var_local_a10.4_n400_d3_L50	transformer	../runs/var_local_a10.4_n400_d3_L50/transformer_dm16_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.973	0.9474	0.96	0.995	0.9948	0.0558	0.0988	0.4	.4	400	3	50	16	2	32	100	25		20				
var_local_a10.4_n400_d3_L50	transformer	../runs/var_local_a10.4_n400_d3_L50/transformer_dm32_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.9574	0.9783	0.9677	0.993	0.9953	0.0621	0.1311	0.4	.4	400	3	50	32	2	32	100	25		20				
var_local_a10.4_n400_d3_L50	lstm	../runs/var_local_a10.4_n400_d3_L50/lstm_dm64_ly2/bs32_ep100/imih_nperm20_taumax25	{'model_name': 'lstm', 'd_model': 64, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': None}	100	0.875	0.5676	0.6885	0.9057	0.9005	0.2682	0.3879	0.4	.4	400	3	50	64	2	32	100	25		20				
cltts	transformer	../runs/cltts/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9773	0.8431	0.9053	0.9851	0.9912	0.1098	0.3329	0.05	.05						32	100				0.05			
cltts	transformer	../runs/cltts/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8857	0.8611	0.8732	0.9792	0.9758	0.1028	0.1841	0.1	.1						32	100				0.05			
cltts	transformer	../runs/cltts/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9333	0.9767	0.9545	0.9962	0.997	0.0511	0.1221	0.4	.4						32	100				0.05			
cltts	transformer	../runs/cltts/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9388	1.0	0.9684	0.9981	0.9986	0.0157	0.0608	0.2	.2						32	100				0.05			
cltts_gamma0.95_cross_coeff0.2_n400_L50_w5	transformer	../runs/cltts_gamma0.95_cross_coeff0.2_n400_L50_w5/transformer_dm8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 8, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.75	1.0	0.8571	0.6767	0.8569	0.6176	0.5663			400		50	8	2	32	100	25				0.95	5	
cltts_gamma0.95_cross_coeff0.2_n400_L50_w5	lstm	../runs/cltts_gamma0.95_cross_coeff0.2_n400_L50_w5/lstm_h32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 32, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.6875	1.0	0.8148	0.7556	0.8907	0.5588	0.637			400		50		2	32	100	25	32			0.95	5	
cltts_gamma0.95_cross_coeff0.2_n400_L50_w5	transformer	../runs/cltts_gamma0.95_cross_coeff0.2_n400_L50_w5/transformer_dm16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 16, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9403	1.0	0.9692	0.9907	0.9975	0.1356	0.1157			400		50	16	2	32	100	25				0.95	5	
cltts_gamma0.95_cross_coeff0.2_n400_L50_w5	lstm	../runs/cltts_gamma0.95_cross_coeff0.2_n400_L50_w5/lstm_h8_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 8, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.7375	1.0	0.8489	0.8814	0.9551	0.5203	0.4701			400		50		2	32	100	25	8			0.95	5	
cltts_gamma0.95_cross_coeff0.2_n400_L50_w5	transformer	../runs/cltts_gamma0.95_cross_coeff0.2_n400_L50_w5/transformer_dm32_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'transformer', 'd_model': 32, 'hidden': None, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.9434	0.9615	0.9524	0.9842	0.9916	0.0846	0.1224			400		50	32	2	32	100	25				0.95	5	
cltts_gamma0.95_cross_coeff0.2_n400_L50_w5	lstm	../runs/cltts_gamma0.95_cross_coeff0.2_n400_L50_w5/lstm_h16_ly2/bs32_ep100/batch_size16_interaction_method.params.baselinezero_taumax25	{'model_name': 'lstm', 'd_model': None, 'hidden': 16, 'layers': 2}	{'interaction_method': None, 'num_permutations': None, 'tau_max': 25, 'baseline': 'method.params.zero'}	100	0.75	1.0	0.8571	0.5475	0.8276	0.5561	0.5617			400		50		2	32	100	25	16			0.95	5	
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9722	0.9459	0.9589	0.9956	0.9953	0.0247	0.0806	0.1	.1						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9091	1.0	0.9524	0.9981	0.9983	0.0337	0.1402	0.05	.05						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8837	1.0	0.9383	0.9987	0.9987	0.0212	0.1353	0.8	.8						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.8857	0.9394	0.9994	0.9992	0.007	0.1977	0.4	.4						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9512	1.0	0.975	1.0	1.0	0.0251	0.0624	0.1	.1						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9048	1.0	0.95	0.9937	0.9933	0.0196	0.1778	0.4	.4						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_a10.05_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.96	1.0	0.9796	1.0	1.0	0.0416	0.0311	0.05	.05						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9167	0.9778	0.9462	0.9886	0.9914	0.0085	0.3622	0.2	.2						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9524	0.9756	0.9962	0.9969	0.0179	0.1262	0.1	.1						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9474	0.973	0.96	0.9937	0.9928	0.0077	0.1197	0.4	.4						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9268	0.9268	0.9268	0.9737	0.9758	0.0121	0.2781	0.4	.4						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_a10.1_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0358	0.022	0.1	.1						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9545	0.9767	0.9981	0.9985	0.018	0.0489	0.2	.2						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9143	1.0	0.9552	0.9974	0.996	0.0107	0.09	0.2	.2						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9556	0.9773	0.9663	0.9968	0.9974	0.0091	0.104	0.1	.1						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9545	0.9767	0.9968	0.9975	0.0026	0.128	0.2	.2						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.007	0.002	0.05	.05						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.907	1.0	0.9512	0.9969	0.9966	0.017	0.2187	0.8	.8						32	100				0.2			
